trial_idx,score,batch_size,partition_strategy,partition_shards,total_latency_cycles,compute_cycles,memory_stall_cycles,io_injection_cycles,allreduce_cycles,vc_wait_cycles,buffer_wait_cycles,link_wait_cycles,pipeline_cycles,gateway_noc_hops,gateway_peak_load,network_throughput,network_saturation,pe_type,pe_width,cube_startup_cycles,cube_steady_cycles,noc_topology,noc_routing,noc_flow_control,noc_num_vcs,noc_buffer_depth,now_topology,now_routing,now_flow_control,gateways_per_reticle,gateway_policy,io_distribution_policy
115,-3396977.756,16,k_split,4,3136277,2629698,491720,7638,0,133122,0,0,2522100,956,0,444.71181276831464,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,16,mesh2d,xy,credit_vc,8,nearest,nearest
116,-735024.294,4,expert,1,711638,657474,30920,4681,0,69899,0,0,762441,194,0,43.2481818671551,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,16,flat_butterfly,ugal,credit_vc,2,load_aware,nearest
117,-198589.81199999998,4,k_split,4,191750,173634,7880,3449,3606,22098,0,0,190731,212,0,252.3784973278843,1.0,cube,16,27,5,torus2d,xy,wormhole,2,8,flat_butterfly,ugal,wormhole,2,load_aware,load_aware
118,-3416726.548,16,col,4,3141554,2629698,491720,9363,0,274389,0,0,1321944,1048,0,298.0844704353476,1.0,cube,16,27,5,mesh2d,table_based,wormhole,2,4,mesh2d,table_based,wormhole,4,nearest,round_robin
119,-3417747.3559999997,16,k_split,4,3149354,2629698,491720,7638,0,210048,0,0,3702492,956,0,158.2059316188787,1.0,cube,16,27,5,torus2d,ugal,wormhole,4,4,flat_butterfly,ugal,credit_vc,4,load_aware,nearest
120,-717722.4120000001,4,expert,1,696038,657474,30920,3449,0,55344,0,0,114033,212,0,191.37449344457687,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,flat_butterfly,xy,credit_vc,1,nearest,load_aware
121,-3417510.956,16,col,7,3143498,2629698,491720,7638,0,266244,0,0,2522100,956,0,222.35590638415732,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,16,flat_butterfly,ugal,credit_vc,2,load_aware,nearest
122,-3517011.44,16,k_split,4,3152744,2629698,491720,7392,0,1169280,0,0,803508,1040,0,134.17163867301747,1.0,cube,16,27,5,mesh2d,xy,credit_vc,1,16,flat_butterfly,table_based,credit_vc,4,load_aware,load_aware
123,-3596561.84,16,expert,1,3222302,2629698,491720,7392,0,1268964,240,0,1121904,1040,0,34.34800838574424,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,1,4,flat_butterfly,xy,wormhole,1,load_aware,load_aware
124,-3412191.748,16,k_split,1,3138590,2629698,491720,9363,0,258669,12,0,669228,1048,0,411.22602125752337,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,1,8,mesh2d,ugal,credit_vc,1,nearest,round_robin
125,-724380.5120000001,4,col,1,704878,657474,30920,3449,0,33525,0,0,381444,212,0,61.58925968546222,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,8,mesh2d,xy,wormhole,8,load_aware,load_aware
126,-3488174.2399999998,16,col,1,3167381,2629698,491720,7392,0,734538,0,0,3607260,1040,0,83.25591765834436,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,2,8,flat_butterfly,xy,credit_vc,2,load_aware,load_aware
127,-725182.116,4,expert,1,705632,657474,30920,3942,0,33015,0,0,416475,216,0,60.380264741275575,1.0,cube,16,27,5,torus2d,xy,credit_vc,4,8,flat_butterfly,table_based,wormhole,1,load_aware,round_robin
128,-3426337.048,16,expert,1,3161333,2629698,491720,9363,0,172704,0,0,5434788,1048,0,105.10814349306101,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,16,mesh2d,xy,wormhole,1,nearest,round_robin
129,-215024.316,4,k_split,4,209654,173634,7880,3942,14406,6417,0,0,698940,216,0,81.98692810457516,0.6553308823529411,cube,16,27,5,flat_butterfly,xy,wormhole,4,16,flat_butterfly,table_based,wormhole,4,load_aware,round_robin
130,-3433030.556,16,col,7,3143888,2629698,491720,7638,0,417540,0,0,1030956,956,0,216.5091693635383,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,4,flat_butterfly,ugal,credit_vc,4,nearest,nearest
131,-3425328.956,16,k_split,4,3144584,2629698,491720,7638,0,333564,0,0,1866120,956,0,206.80473982483255,1.0,cube,16,27,5,torus2d,xy,wormhole,4,16,flat_butterfly,xy,wormhole,1,load_aware,nearest
132,-811684.0939999999,4,expert,1,767328,657474,30920,4681,0,279597,0,0,762441,194,0,10.811899855898078,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,16,mesh2d,ugal,wormhole,2,nearest,nearest
133,-3400886.756,16,col,4,3136820,2629698,491720,7638,0,166782,0,0,1866120,956,0,413.6094796496651,1.0,cube,16,27,5,torus2d,xy,credit_vc,4,8,mesh2d,xy,wormhole,1,nearest,nearest
134,-3485764.648,16,k_split,7,3172109,2629698,491720,9363,0,659220,0,0,847164,1048,0,77.70189701897019,1.0,cube,16,27,5,torus2d,table_based,credit_vc,2,4,flat_butterfly,table_based,wormhole,8,load_aware,round_robin
135,-3405328.348,16,expert,1,3141113,2629698,491720,9363,0,164805,12,0,847164,1048,0,310.80758807588074,1.0,cube,16,27,5,torus2d,table_based,wormhole,2,4,flat_butterfly,table_based,wormhole,1,nearest,round_robin
136,-3405307.048,16,col,4,3154154,2629698,491720,9363,0,34134,60,0,6338292,1048,0,137.39203354297695,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,4,4,flat_butterfly,table_based,credit_vc,1,nearest,round_robin
137,-3427721.2399999998,16,col,7,3150494,2629698,491720,7392,0,298878,0,0,3049704,1040,0,148.0937096476665,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,4,8,mesh2d,ugal,wormhole,4,load_aware,load_aware
138,-3445846.64,16,col,1,3176882,2629698,491720,7392,0,216252,0,0,3528240,1040,0,66.80113163587951,1.0,cube,16,27,5,torus2d,ugal,credit_vc,4,8,mesh2d,table_based,wormhole,4,nearest,load_aware
139,-150384.194,4,k_split,7,141032,105154,4588,4681,16469,61218,0,0,444195,194,0,79.17317554240631,1.0,cube,16,27,5,mesh2d,table_based,wormhole,4,4,mesh2d,table_based,credit_vc,2,nearest,nearest
140,-3397017.14,16,col,2,3139118,2629698,491720,7392,0,105597,0,0,2148660,1040,0,311.5312378734963,1.0,cube,16,27,5,torus2d,table_based,credit_vc,4,8,flat_butterfly,table_based,credit_vc,2,nearest,load_aware
141,-3402125.248,16,k_split,7,3141374,2629698,491720,9363,0,130122,54,0,2143740,1048,0,303.14962711224393,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,2,4,flat_butterfly,table_based,wormhole,4,load_aware,round_robin
142,-233854.194,4,col,4,203821,164418,7880,4681,4206,251568,0,0,543360,194,0,35.46633680862343,1.0,cube,16,27,5,mesh2d,ugal,wormhole,1,16,flat_butterfly,ugal,wormhole,4,load_aware,nearest
143,-183606.216,4,k_split,7,157111,105154,4588,3942,8240,234126,0,0,439140,216,0,22.815698979736833,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,8,mesh2d,ugal,wormhole,4,load_aware,round_robin
144,-200359.51599999997,4,k_split,4,192247,173634,7880,3942,3606,33834,5,0,138495,216,0,252.06153846153848,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,1,4,mesh2d,xy,credit_vc,2,nearest,round_robin
145,-256997.894,4,col,4,232128,164418,7880,4681,16806,199935,0,0,250284,194,0,20.937746133583705,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,1,16,mesh2d,ugal,wormhole,8,nearest,nearest
146,-3396177.056,16,col,1,3136271,2629698,491720,7638,0,125175,0,0,2311428,956,0,445.0816354816355,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,4,16,mesh2d,xy,wormhole,2,nearest,nearest
147,-3479293.04,16,expert,1,3172178,2629698,491720,7392,0,597756,0,0,3049704,1040,0,74.04685482383324,1.0,cube,16,27,5,mesh2d,xy,wormhole,4,16,flat_butterfly,ugal,wormhole,8,nearest,load_aware
148,-3456272.456,16,col,2,3149939,2629698,491720,7638,0,589449,0,0,3370008,956,0,153.77407460613895,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,2,16,flat_butterfly,table_based,credit_vc,1,load_aware,nearest
149,-713935.716,4,expert,1,695483,657474,30920,3942,0,22040,1,0,190158,216,0,255.1051795360661,1.0,cube,16,27,5,torus2d,table_based,wormhole,2,4,mesh2d,xy,credit_vc,8,load_aware,round_robin
150,-132046.212,4,col,7,121383,95262,4588,3449,4812,76792,0,0,810945,212,0,60.48945147679325,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,8,mesh2d,ugal,wormhole,2,nearest,load_aware
151,-233854.194,4,col,4,203821,164418,7880,4681,4206,251568,0,0,543360,194,0,35.46633680862343,1.0,cube,16,27,5,mesh2d,ugal,wormhole,1,16,flat_butterfly,ugal,credit_vc,2,nearest,nearest
152,-214372.11599999998,4,col,4,206342,164418,7880,3942,16806,33015,0,0,416475,216,0,60.380264741275575,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,16,mesh2d,table_based,credit_vc,8,load_aware,round_robin
153,-711432.9120000001,4,expert,1,694120,657474,30920,3449,0,11623,6,0,424704,212,0,352.5761967501098,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,4,flat_butterfly,xy,credit_vc,8,nearest,load_aware
154,-3455374.556,16,expert,1,3157916,2629698,491720,7638,0,500700,0,0,2311428,956,0,111.27040887040887,1.0,cube,16,27,5,mesh2d,table_based,wormhole,4,8,flat_butterfly,table_based,wormhole,1,load_aware,nearest
155,-368790.01600000006,4,k_split,2,359152,334914,15560,3942,2402,10694,0,0,416889,216,0,343.9657240788346,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,8,mesh2d,table_based,credit_vc,1,load_aware,round_robin
156,-3454938.448,16,col,2,3152327,2629698,491720,9363,0,548778,0,0,1321944,1048,0,149.0422352176738,1.0,cube,16,27,5,mesh2d,table_based,wormhole,2,8,flat_butterfly,ugal,credit_vc,2,load_aware,round_robin
157,-138142.81599999996,4,k_split,7,128294,105154,4588,3942,8240,67653,9,0,138465,216,0,126.03076923076924,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,4,flat_butterfly,table_based,wormhole,8,nearest,round_robin
158,-3417884.84,16,col,2,3149426,2629698,491720,7392,0,211194,0,0,2148660,1040,0,155.76561893674815,1.0,cube,16,27,5,torus2d,xy,credit_vc,4,4,mesh2d,xy,credit_vc,1,nearest,load_aware
159,-736152.8120000002,4,col,1,706378,657474,30920,3449,0,136248,0,0,287499,212,0,55.23329893360853,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,8,mesh2d,xy,credit_vc,4,nearest,load_aware
160,-3537721.04,16,k_split,4,3198434,2629698,491720,7392,0,919476,0,0,6695724,1040,0,46.122946110536596,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,4,16,flat_butterfly,ugal,wormhole,1,nearest,load_aware
161,-3481140.448,16,k_split,7,3174740,2629698,491720,9363,0,586668,0,0,3694260,1048,0,73.05134329716327,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,16,flat_butterfly,ugal,credit_vc,4,load_aware,round_robin
162,-3419857.256,16,expert,1,3136010,2629698,491720,7638,0,364587,0,0,450396,956,0,461.7865976416451,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,8,flat_butterfly,ugal,credit_vc,8,nearest,nearest
163,-764270.9160000001,4,col,1,745409,657474,30920,3942,0,26133,0,0,782979,216,0,15.12663689635031,0.49239726414561075,cube,16,27,5,torus2d,ugal,credit_vc,4,16,mesh2d,ugal,wormhole,1,nearest,round_robin
164,-383400.29400000005,4,col,2,366786,328770,15560,4681,2802,78979,0,0,302523,194,0,53.617578307620384,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,4,mesh2d,table_based,wormhole,2,nearest,nearest
165,-225233.216,4,k_split,4,219198,173634,7880,3942,7206,13066,0,0,782979,216,0,30.253843834790473,0.49238769972867047,cube,16,27,5,torus2d,ugal,wormhole,4,16,flat_butterfly,ugal,wormhole,8,load_aware,round_robin
166,-3489759.448,16,col,2,3201929,2629698,491720,9363,0,400968,0,0,3548988,1048,0,45.13498622589532,1.0,cube,16,27,5,torus2d,ugal,wormhole,4,4,mesh2d,xy,wormhole,8,load_aware,round_robin
167,-363791.916,4,col,2,354398,328770,15560,3942,2802,8253,0,0,416475,216,0,241.5210589651023,1.0,cube,16,27,5,torus2d,table_based,credit_vc,4,8,flat_butterfly,ugal,wormhole,8,load_aware,round_robin
168,-3390517.648,16,expert,1,3138419,2629698,491720,9363,0,43572,78,0,5430744,1048,0,420.43257397224403,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,mesh2d,table_based,credit_vc,1,nearest,round_robin
169,-3454838.548,16,expert,1,3143471,2629698,491720,9363,0,636339,0,0,804072,1048,0,253.05468873128447,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,1,4,flat_butterfly,ugal,credit_vc,8,load_aware,round_robin
170,-162171.816,4,k_split,7,145798,105154,4588,3942,16469,132912,0,0,294216,216,0,51.31454138702461,1.0,cube,16,27,5,mesh2d,xy,wormhole,2,16,flat_butterfly,xy,credit_vc,1,nearest,round_robin
171,-228060.91199999998,4,k_split,4,218075,173634,7880,3449,7206,53559,0,0,499713,212,0,30.989577704006795,1.0,cube,16,27,5,torus2d,ugal,wormhole,2,4,flat_butterfly,table_based,credit_vc,2,load_aware,load_aware
172,-732870.294,4,k_split,1,713748,657474,30920,4681,0,27259,0,0,1229484,194,0,38.83403473129202,1.0,cube,16,27,5,mesh2d,ugal,wormhole,4,8,mesh2d,table_based,credit_vc,2,nearest,nearest
173,-3409165.04,16,k_split,4,3135761,2629698,491720,7392,0,260574,72,0,725640,1040,0,461.98590130916415,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,4,flat_butterfly,ugal,credit_vc,1,load_aware,load_aware
174,-736087.694,4,expert,1,705441,657474,30920,4681,0,142503,0,0,201906,194,0,64.92123564612648,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,16,flat_butterfly,xy,credit_vc,8,load_aware,nearest
175,-721722.5160000001,4,k_split,1,698706,657474,30920,3942,0,67669,10,0,138495,216,0,126.03076923076924,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,1,4,mesh2d,xy,wormhole,8,load_aware,round_robin
176,-3641583.448,16,col,7,3210956,2629698,491720,9363,0,1828938,0,0,2730228,1048,0,40.05318366074213,1.0,cube,16,27,5,mesh2d,ugal,wormhole,1,8,flat_butterfly,xy,wormhole,2,nearest,round_robin
177,-3417510.956,16,expert,1,3143498,2629698,491720,7638,0,266244,0,0,2522100,956,0,222.35590638415732,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,16,flat_butterfly,xy,credit_vc,1,load_aware,nearest
178,-3414731.84,16,col,1,3139931,2629698,491720,7392,0,274614,0,0,1331796,1040,0,288.75676647783473,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,8,flat_butterfly,xy,credit_vc,1,load_aware,load_aware
179,-225997.716,4,k_split,4,212453,173634,7880,3942,14406,88161,0,0,190158,216,0,63.76109919783973,1.0,cube,16,27,5,torus2d,xy,wormhole,2,8,mesh2d,table_based,credit_vc,8,nearest,round_robin
180,-3416033.156,16,col,4,3136364,2629698,491720,7638,0,322782,24,0,743508,956,0,439.4176245210728,1.0,cube,16,27,5,torus2d,xy,credit_vc,2,4,flat_butterfly,ugal,wormhole,1,load_aware,nearest
181,-162902.594,4,k_split,7,146036,105154,4588,4681,16469,136362,0,0,141795,194,0,53.0121500264131,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,1,8,flat_butterfly,xy,wormhole,4,load_aware,nearest
182,-3396977.756,16,col,7,3136277,2629698,491720,7638,0,133122,0,0,2522100,956,0,444.71181276831464,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,8,mesh2d,ugal,wormhole,2,load_aware,nearest
183,-3415045.64,16,k_split,7,3143090,2629698,491720,7392,0,246150,12,0,2180952,1040,0,224.87843137254902,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,8,flat_butterfly,xy,credit_vc,2,nearest,load_aware
184,-3445846.64,16,k_split,2,3176882,2629698,491720,7392,0,216252,0,0,3528240,1040,0,66.80113163587951,1.0,cube,16,27,5,torus2d,ugal,credit_vc,4,8,mesh2d,table_based,wormhole,2,load_aware,load_aware
185,-125691.812,4,k_split,7,120498,105154,4588,3449,4126,22098,0,0,190731,212,0,252.3784973278843,1.0,cube,16,27,5,torus2d,xy,wormhole,2,16,flat_butterfly,table_based,wormhole,1,load_aware,load_aware
186,-711193.0160000001,4,expert,1,694784,657474,30920,3942,0,1604,0,0,698940,216,0,327.9477124183006,0.6552287581699346,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,mesh2d,table_based,wormhole,4,load_aware,round_robin
187,-722779.494,4,expert,1,699258,657474,30920,4681,0,71251,0,0,201906,194,0,129.84247129225295,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,8,flat_butterfly,table_based,credit_vc,4,nearest,nearest
188,-130954.216,4,col,7,121226,95262,4588,3942,9612,66456,0,0,294216,216,0,102.63564305804142,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,8,flat_butterfly,xy,wormhole,4,load_aware,round_robin
189,-3459620.2399999998,16,k_split,7,3170042,2629698,491720,7392,0,422388,0,0,2148660,1040,0,77.88280946837408,1.0,cube,16,27,5,torus2d,xy,wormhole,4,4,mesh2d,ugal,credit_vc,2,nearest,load_aware
190,-386654.812,4,k_split,2,367116,334914,15560,3449,4802,110688,0,0,114036,212,0,95.67584316529616,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,8,mesh2d,xy,wormhole,8,nearest,load_aware
191,-116594.394,4,col,7,111329,95262,4588,4681,4812,20349,1,0,183744,194,0,404.23766364551864,1.0,cube,16,27,5,torus2d,xy,credit_vc,2,4,mesh2d,table_based,credit_vc,2,load_aware,nearest
192,-713726.394,4,col,1,696127,657474,30920,4681,0,12030,0,0,503346,194,0,263.04587155963304,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,16,flat_butterfly,table_based,wormhole,1,load_aware,nearest
193,-3426337.048,16,k_split,2,3161333,2629698,491720,9363,0,172704,0,0,5434788,1048,0,105.10814349306101,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,16,mesh2d,ugal,credit_vc,2,load_aware,round_robin
194,-378726.412,4,col,2,366784,328770,15560,3449,2802,34724,0,0,253527,212,0,49.54736777140036,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,1,16,flat_butterfly,ugal,credit_vc,8,nearest,load_aware
195,-214923.194,4,col,4,203925,164418,7880,4681,16806,61218,0,0,444195,194,0,79.17317554240631,1.0,cube,16,27,5,mesh2d,xy,wormhole,4,8,flat_butterfly,xy,wormhole,2,nearest,nearest
196,-3590655.448,16,col,7,3173813,2629698,491720,9363,0,1691088,0,0,544248,1048,0,74.62502323852017,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,8,mesh2d,xy,wormhole,1,load_aware,round_robin
197,-3424018.64,16,expert,1,3158042,2629698,491720,7392,0,186372,0,0,6603036,1040,0,109.8544061302682,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,16,mesh2d,ugal,wormhole,1,load_aware,load_aware
198,-721712.816,4,col,1,698703,657474,30920,3942,0,67612,0,0,140394,216,0,126.09015234804461,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,1,8,flat_butterfly,ugal,credit_vc,8,nearest,round_robin
199,-214216.41199999998,4,k_split,4,208705,173634,7880,3449,14406,8814,0,0,757602,212,0,85.99143101970866,0.9440874035989717,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,mesh2d,xy,credit_vc,4,load_aware,load_aware
