trial_idx,score,total_latency_cycles,vc_wait_cycles,buffer_wait_cycles,link_wait_cycles,pipeline_cycles,network_throughput,network_saturation,pe_width,noc_num_vcs,noc_buffer_depth
0,-79571648.6,79546135,800,320,508032,1024,0.9025750082195997,0.0002448391406845702,32,1,16
1,-302696492.6,302671039,200,320,508032,1024,0.9026934089402496,0.00011369022736296392,16,4,16
