trial_idx,score,batch_size,partition_strategy,partition_shards,tile_pipeline,total_latency_cycles,compute_cycles,network_cycles,memory_stall_cycles,io_injection_cycles,allreduce_cycles,vc_wait_cycles,buffer_wait_cycles,link_wait_cycles,pipeline_cycles,gateway_noc_hops,gateway_peak_load,network_throughput,network_saturation,pe_type,pe_width,cube_startup_cycles,cube_steady_cycles,noc_topology,noc_routing,noc_flow_control,noc_num_vcs,noc_buffer_depth,now_topology,now_routing,now_flow_control,gateways_per_reticle,gateway_policy,io_distribution_policy
54,-4088359.448,16,hybrid_nk,1,True,3511372,5210163,21546,1040472,9363,0,548778,0,0,1321944,1048,0,149.0422352176738,1.0,cube,16,27,5,mesh2d,xy,credit_vc,2,8,flat_butterfly,table_based,wormhole,4,load_aware,round_robin
55,-1413624.716,4,hybrid_nk,1,True,894395,1302579,21913,1034712,3942,0,10851,0,0,434811,216,0,36.6365171359467,0.49518550632044905,cube,16,27,5,flat_butterfly,ugal,wormhole,2,16,flat_butterfly,table_based,wormhole,4,nearest,round_robin
56,-2402028.0399999996,16,expert,1,False,1816262,2629698,46746,1040472,7392,0,640482,24,0,1124784,1040,0,68.69601677148847,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,1,8,mesh2d,table_based,wormhole,8,nearest,load_aware
57,-2370457.756,16,k_split,7,False,1784132,2629698,14616,1040472,7638,0,645564,48,0,743508,956,0,219.7088122605364,1.0,cube,16,27,5,torus2d,xy,wormhole,2,4,mesh2d,table_based,credit_vc,1,load_aware,nearest
58,-4077449.04,16,expert,1,True,3503728,5210163,13902,1040472,7392,0,520056,0,0,730392,1040,0,230.99295065458207,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,16,flat_butterfly,table_based,credit_vc,4,load_aware,load_aware
59,-418498.312,4,col,4,False,287662,164418,25536,259944,3449,111358,1743,0,0,844494,212,0,31.43859649122807,0.06825657894736842,cube,16,27,5,flat_butterfly,ugal,wormhole,4,8,flat_butterfly,ugal,wormhole,2,nearest,load_aware
60,-1236838.116,4,block,1,False,715392,657474,13296,1034712,3942,0,33015,0,0,416475,216,0,60.380264741275575,1.0,cube,16,27,5,torus2d,xy,wormhole,4,8,mesh2d,table_based,wormhole,8,nearest,round_robin
61,-4045005.2399999998,16,row,1,True,3497218,5210163,6951,1040472,7392,0,260640,78,0,725760,1040,0,461.98590130916415,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,1,4,flat_butterfly,ugal,credit_vc,2,nearest,load_aware
62,-1420220.0159999998,4,hybrid_nk,1,True,883625,1302579,11143,1034712,3942,0,184504,0,0,175458,216,0,72.04666606838374,1.0,cube,16,27,5,mesh2d,xy,wormhole,1,4,flat_butterfly,xy,wormhole,4,nearest,round_robin
63,-4053276.84,16,entwined_ring,7,True,3510442,5210163,20616,1040472,7392,0,211194,0,0,2148660,1040,0,155.76561893674815,1.0,cube,16,27,5,torus2d,table_based,wormhole,4,16,flat_butterfly,table_based,wormhole,8,nearest,load_aware
64,-2397698.4480000003,16,streaming,4,False,1791032,2629698,21516,1040472,9363,0,845556,12,0,544224,1048,0,149.25004647704034,1.0,cube,16,27,5,torus2d,xy,credit_vc,1,4,flat_butterfly,ugal,wormhole,4,load_aware,round_robin
65,-266935.712,4,streaming,4,False,220793,173634,11214,64938,3449,100941,129819,18,0,134370,212,0,71.59051186017479,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,4,mesh2d,xy,wormhole,8,load_aware,load_aware
66,-4049632.448,16,col,4,True,3504682,5210163,14856,1040472,9363,0,228408,0,0,1966992,1048,0,216.15939687668282,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,16,flat_butterfly,table_based,wormhole,1,load_aware,round_robin
67,-4035510.848,16,expert,1,True,3509860,5210163,20034,1040472,9363,0,35412,0,0,6396432,1048,0,160.29070580013976,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,4,8,flat_butterfly,table_based,credit_vc,4,load_aware,round_robin
68,-1243787.294,4,row,1,False,722769,657474,20673,1034712,4681,0,27259,0,0,1229484,194,0,38.83403473129202,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,4,8,flat_butterfly,table_based,wormhole,4,nearest,nearest
69,-1418469.216,4,expert,1,True,899018,1302579,26536,1034712,3942,0,13066,0,0,782979,216,0,30.253843834790473,0.49238769972867047,cube,16,27,5,torus2d,ugal,wormhole,4,16,mesh2d,xy,wormhole,1,load_aware,round_robin
70,-1228899.394,4,row,1,False,708201,657474,6105,1034712,4681,0,24060,0,0,503346,194,0,131.50139230139231,1.0,cube,16,27,5,torus2d,xy,wormhole,4,4,mesh2d,xy,credit_vc,1,nearest,nearest
71,-4031241.54,16,row,1,True,3497218,5210163,7140,1040472,7392,0,123075,6,0,2180952,1040,0,449.75686274509803,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,2,8,flat_butterfly,table_based,credit_vc,2,nearest,load_aware
72,-2368396.2399999998,16,streaming,2,False,1791758,2629698,22242,1040472,7392,0,549228,0,0,1331796,1040,0,144.37838323891737,1.0,cube,16,27,5,mesh2d,xy,wormhole,2,8,mesh2d,xy,credit_vc,1,load_aware,load_aware
73,-4052751.156,16,streaming,4,True,3504268,5210163,14442,1040472,7638,0,267006,180,0,2518932,956,0,222.35590638415732,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,2,4,flat_butterfly,ugal,credit_vc,2,load_aware,nearest
74,-659451.294,4,k_split,2,False,391345,334914,7935,518072,4681,33633,81339,0,0,183789,194,0,101.17403906742281,1.0,cube,16,27,5,torus2d,table_based,wormhole,2,8,flat_butterfly,ugal,credit_vc,1,load_aware,nearest
75,-1474333.012,4,expert,1,True,925570,1302579,53088,1034712,3449,0,307170,0,0,810945,212,0,15.122362869198312,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,4,mesh2d,table_based,credit_vc,1,load_aware,load_aware
76,-1034718.8120000002,4,hybrid_nk,4,True,893537,334899,51813,259560,3449,666175,107118,0,0,499713,212,0,15.49448979985718,1.0,cube,16,27,5,torus2d,ugal,credit_vc,2,8,flat_butterfly,xy,wormhole,2,load_aware,load_aware
77,-1581948.194,4,row,1,True,963028,1302579,90546,1034712,4681,0,1006275,3,0,543354,194,0,8.86638835509023,1.0,cube,16,27,5,mesh2d,ugal,wormhole,1,4,mesh2d,xy,credit_vc,1,load_aware,nearest
78,-2503766.4480000003,16,hybrid_nk,1,False,1812548,2629698,43032,1040472,9363,0,1691088,0,0,544248,1048,0,74.62502323852017,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,8,mesh2d,xy,credit_vc,1,nearest,round_robin
79,-2373856.156,16,streaming,4,False,1822952,2629698,53436,1040472,7638,0,291396,0,0,2500644,956,0,60.09551613144696,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,8,mesh2d,xy,wormhole,8,nearest,nearest
80,-4024840.056,16,streaming,2,True,3497464,5210163,7368,1040472,7638,0,56115,0,0,7629624,956,0,435.8393051031488,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,4,8,flat_butterfly,ugal,credit_vc,4,load_aware,nearest
81,-670706.216,4,block,4,False,407437,325698,3183,518200,3942,58941,33806,0,0,140394,216,0,252.21991831605405,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,1,16,flat_butterfly,table_based,wormhole,8,nearest,round_robin
82,-776447.716,4,entwined_ring,4,False,642595,164418,22087,259944,3942,466291,30921,0,0,1206540,216,0,36.347896952958756,1.0,cube,16,27,5,mesh2d,ugal,wormhole,4,16,mesh2d,ugal,credit_vc,1,load_aware,round_robin
83,-2335380.856,16,col,2,False,1777154,2629698,6960,1040472,7638,0,364617,6,0,450396,956,0,461.38850574712643,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,4,flat_butterfly,table_based,wormhole,4,load_aware,nearest
84,-2393815.8479999998,16,row,1,False,1830662,2629698,61146,1040472,9363,0,410442,0,0,6972072,1048,0,52.51797337520034,1.0,cube,16,27,5,mesh2d,ugal,wormhole,4,8,flat_butterfly,table_based,wormhole,4,load_aware,round_robin
85,-4031746.056,16,k_split,1,True,3497464,5210163,7215,1040472,7638,0,125175,0,0,2311428,956,0,445.0816354816355,1.0,cube,16,27,5,mesh2d,xy,wormhole,4,8,mesh2d,xy,wormhole,8,load_aware,nearest
86,-4068933.848,16,row,1,True,3519937,5210163,30111,1040472,9363,0,268872,0,0,1988676,1048,0,106.64753744478762,1.0,cube,16,27,5,torus2d,ugal,wormhole,2,16,flat_butterfly,table_based,credit_vc,8,nearest,round_robin
87,-2394251.4480000003,16,entwined_ring,1,False,1813475,2629698,43959,1040472,9363,0,586668,0,0,3694260,1048,0,73.05134329716327,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,2,8,mesh2d,xy,wormhole,8,nearest,round_robin
88,-2334004.54,16,hybrid_nk,1,False,1800086,2629698,30570,1040472,7392,0,121953,78,0,2692044,1040,0,105.04625449787373,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,4,mesh2d,table_based,wormhole,2,load_aware,load_aware
89,-2324657.7399999998,16,block,4,False,1776908,2629698,6951,1040472,7392,0,260331,12,0,729732,1040,0,461.98590130916415,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,8,flat_butterfly,xy,credit_vc,4,nearest,load_aware
90,-2432093.44,16,row,1,False,1793450,2629698,23934,1040472,7392,0,1169280,0,0,803508,1040,0,134.17163867301747,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,1,4,flat_butterfly,table_based,wormhole,4,nearest,load_aware
91,-1254649.294,4,block,1,False,717246,657474,15150,1034712,4681,0,191106,3,0,90753,194,0,52.99115511551155,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,flat_butterfly,xy,credit_vc,1,nearest,nearest
92,-4040109.84,16,hybrid_nk,4,True,3499885,5210163,10059,1040472,7392,0,185094,0,0,843840,1040,0,319.2428670842032,1.0,cube,16,27,5,torus2d,xy,wormhole,2,8,flat_butterfly,ugal,wormhole,1,load_aware,load_aware
93,-2340183.5560000003,16,expert,1,False,1802912,2629698,33396,1040472,7638,0,155001,69,0,2521896,956,0,96.15714456821176,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,2,4,flat_butterfly,table_based,credit_vc,8,load_aware,nearest
94,-4059410.64,16,expert,1,True,3519058,5210163,29232,1040472,7392,0,186372,0,0,6603036,1040,0,109.8544061302682,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,4,8,flat_butterfly,table_based,wormhole,4,load_aware,load_aware
95,-4039746.848,16,row,1,True,3507613,5210163,17787,1040472,9363,0,100242,0,0,3548988,1048,0,180.53994490358127,1.0,cube,16,27,5,torus2d,ugal,credit_vc,4,4,flat_butterfly,ugal,credit_vc,1,nearest,round_robin
96,-4093723.3559999997,16,hybrid_nk,7,True,3518710,5210163,28884,1040472,7638,0,532488,0,0,2522100,956,0,111.17795319207866,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,8,mesh2d,xy,credit_vc,1,nearest,nearest
97,-2463531.648,16,row,1,False,1809674,2629698,40158,1040472,9363,0,1317480,0,0,1420296,1048,0,79.96573534538572,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,16,flat_butterfly,ugal,credit_vc,4,load_aware,round_robin
98,-4176741.756,16,col,1,True,3596698,5210163,106872,1040472,7638,0,582792,0,0,2500644,956,0,30.04775806572348,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,8,mesh2d,ugal,credit_vc,8,nearest,nearest
99,-1395636.712,4,block,1,True,877150,1302579,4668,1034712,3449,0,4407,0,0,757602,212,0,171.9828620394173,0.9440874035989717,cube,16,27,5,flat_butterfly,table_based,wormhole,4,8,mesh2d,ugal,credit_vc,1,nearest,load_aware
100,-269542.812,4,streaming,7,False,247495,105154,51813,21292,3449,173083,107118,0,0,499713,212,0,15.49448979985718,1.0,cube,16,27,5,torus2d,ugal,wormhole,2,16,mesh2d,ugal,wormhole,2,nearest,load_aware
101,-2519618.4480000003,16,col,1,False,1889960,2629698,120444,1040472,9363,0,1075488,0,0,1988676,1048,0,26.661884361196904,1.0,cube,16,27,5,torus2d,ugal,wormhole,2,8,flat_butterfly,ugal,wormhole,2,nearest,round_robin
102,-1244367.394,4,expert,1,False,721182,657474,19086,1034712,4681,0,48930,0,0,418653,194,0,42.06308288798072,1.0,cube,16,27,5,torus2d,ugal,credit_vc,2,8,mesh2d,xy,credit_vc,8,load_aware,nearest
103,-4081972.44,16,row,1,True,3501793,5210163,11967,1040472,7392,0,584640,0,0,803508,1040,0,268.34327734603494,1.0,cube,16,27,5,mesh2d,table_based,wormhole,1,8,mesh2d,xy,wormhole,8,nearest,load_aware
104,-4050123.84,16,streaming,7,True,3500947,5210163,11121,1040472,7392,0,274614,0,0,1331796,1040,0,288.75676647783473,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,4,flat_butterfly,table_based,wormhole,8,nearest,load_aware
105,-4224076.447999999,16,col,4,True,3532858,5210163,43032,1040472,9363,0,1691088,0,0,544248,1048,0,74.62502323852017,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,8,mesh2d,ugal,wormhole,1,nearest,round_robin
106,-4098435.156,16,hybrid_nk,2,True,3503746,5210163,13920,1040472,7638,0,729234,12,0,450396,956,0,230.69425287356322,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,mesh2d,table_based,credit_vc,1,load_aware,nearest
107,-712560.394,4,block,4,True,451402,648243,10476,518200,4681,18216,11220,0,0,837609,194,0,76.63382970599466,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,4,4,flat_butterfly,xy,wormhole,8,load_aware,nearest
108,-652541.0939999999,4,k_split,2,False,391345,334914,2477,518072,4681,33633,12231,6,0,469587,194,0,324.10819539765845,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,4,flat_butterfly,ugal,wormhole,4,load_aware,nearest
109,-347830.39400000003,4,k_split,4,False,216736,173634,2619,259752,4681,31216,2817,3,0,839325,194,0,306.5353188239786,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,mesh2d,ugal,credit_vc,4,load_aware,nearest
110,-393587.916,4,k_split,4,False,257403,173634,14808,259752,3942,71883,55203,0,0,782823,216,0,54.215018908698,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,4,8,flat_butterfly,xy,credit_vc,2,load_aware,round_robin
111,-2303282.7399999998,16,hybrid_nk,2,False,1776908,2629698,7308,1040472,7392,0,46593,0,0,6603036,1040,0,439.4176245210728,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,16,flat_butterfly,xy,wormhole,1,nearest,load_aware
112,-4049632.448,16,hybrid_nk,2,True,3504682,5210163,14856,1040472,9363,0,228408,0,0,1966992,1048,0,216.15939687668282,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,8,flat_butterfly,xy,credit_vc,8,nearest,round_robin
113,-2332346.956,16,k_split,1,False,1783958,2629698,14442,1040472,7638,0,266244,0,0,2522100,956,0,222.35590638415732,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,8,flat_butterfly,table_based,credit_vc,2,load_aware,nearest
114,-974632.0160000001,4,entwined_ring,7,True,873916,188687,15761,149294,3942,747966,252804,0,0,539652,216,0,50.93686948797665,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,1,4,flat_butterfly,xy,wormhole,1,nearest,round_robin
115,-765538.116,4,block,4,True,492127,648243,12735,518200,3942,58941,135225,0,0,140394,216,0,63.0401256380055,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,1,16,mesh2d,ugal,credit_vc,4,nearest,round_robin
116,-2324688.0399999996,16,k_split,2,False,1776908,2629698,6951,1040472,7392,0,260574,72,0,725640,1040,0,461.98590130916415,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,4,mesh2d,ugal,credit_vc,8,load_aware,load_aware
117,-2315166.04,16,row,1,False,1784132,2629698,14616,1040472,7392,0,93186,0,0,6603036,1040,0,219.7088122605364,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,4,8,flat_butterfly,ugal,credit_vc,4,load_aware,load_aware
118,-465534.416,4,streaming,2,False,321813,334914,54579,259036,3942,94441,134148,0,0,458196,216,0,14.709247146338335,1.0,cube,16,27,5,torus2d,ugal,wormhole,2,16,mesh2d,ugal,credit_vc,8,nearest,round_robin
119,-2363564.356,16,entwined_ring,4,False,1785404,2629698,15888,1040472,7638,0,563922,36,0,803808,956,0,202.11883182275932,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,1,8,mesh2d,ugal,credit_vc,1,nearest,nearest
120,-4098435.156,16,col,7,True,3503746,5210163,13920,1040472,7638,0,729234,12,0,450396,956,0,230.69425287356322,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,mesh2d,xy,wormhole,1,load_aware,nearest
121,-4089281.04,16,k_split,7,True,3518386,5210163,28560,1040472,7392,0,491796,0,0,2180952,1040,0,112.43921568627451,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,16,flat_butterfly,xy,wormhole,1,load_aware,load_aware
122,-1416900.0159999998,4,block,1,True,885223,1302579,12741,1034712,3942,0,135306,18,0,138465,216,0,63.01043874107213,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,1,4,flat_butterfly,xy,wormhole,2,load_aware,round_robin
123,-957324.9120000001,4,hybrid_nk,2,False,690375,334914,50058,517944,3449,332791,72879,0,0,1237896,212,0,16.037716249150986,1.0,cube,16,27,5,mesh2d,ugal,wormhole,4,8,flat_butterfly,ugal,credit_vc,4,load_aware,load_aware
124,-619632.816,4,streaming,2,True,476035,657459,15645,259036,3942,33633,132912,0,0,294216,216,0,51.31454138702461,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,16,flat_butterfly,ugal,credit_vc,2,nearest,round_robin
125,-725830.594,4,entwined_ring,2,False,430009,328770,23085,518200,4681,78441,357852,0,0,130515,194,0,34.776521550790555,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,1,8,mesh2d,xy,credit_vc,8,load_aware,nearest
126,-2330169.04,16,row,1,False,1783796,2629698,14280,1040472,7392,0,246420,156,0,2174988,1040,0,224.87843137254902,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,4,mesh2d,table_based,credit_vc,1,nearest,load_aware
127,-602908.412,4,entwined_ring,4,True,466712,325683,4195,259944,3449,248566,55344,0,0,114036,212,0,191.37449344457687,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,8,mesh2d,table_based,credit_vc,2,nearest,load_aware
128,-486866.716,4,streaming,7,True,472340,197939,22087,21292,3942,335858,30921,0,0,1206540,216,0,36.347896952958756,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,4,4,mesh2d,ugal,credit_vc,2,load_aware,round_robin
129,-341512.416,4,col,7,True,260641,188687,3996,149294,3942,134691,54358,0,0,118125,216,0,200.9049049049049,1.0,cube,16,27,5,torus2d,table_based,credit_vc,1,4,mesh2d,ugal,wormhole,8,nearest,round_robin
130,-4227422.040000001,16,hybrid_nk,4,True,3538780,5210163,48954,1040472,7392,0,1669266,0,0,1571280,1040,0,65.59758140294971,1.0,cube,16,27,5,torus2d,ugal,credit_vc,1,8,mesh2d,ugal,wormhole,8,load_aware,load_aware
131,-322303.812,4,col,7,False,235898,95262,8391,149294,3449,134691,110688,0,0,114036,212,0,95.67584316529616,1.0,cube,16,27,5,torus2d,table_based,wormhole,1,8,flat_butterfly,xy,wormhole,2,load_aware,load_aware
132,-4179653.04,16,row,1,True,3650098,5210163,160272,1040472,7392,0,78282,114,0,6441036,1040,0,20.03633822501747,0.4891434561245882,cube,16,27,5,flat_butterfly,ugal,credit_vc,4,4,mesh2d,ugal,credit_vc,1,load_aware,load_aware
133,-4092327.2399999998,16,row,1,True,3524638,5210163,34812,1040472,7392,0,459738,0,0,6695724,1040,0,92.24589222107319,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,4,8,mesh2d,ugal,wormhole,4,load_aware,load_aware
134,-2340183.5560000003,16,entwined_ring,2,False,1802912,2629698,33396,1040472,7638,0,155001,69,0,2521896,956,0,96.15714456821176,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,2,4,mesh2d,ugal,credit_vc,1,nearest,nearest
135,-4062672.848,16,streaming,4,True,3512326,5210163,22500,1040472,9363,0,282372,0,0,3341676,1048,0,142.72284444444443,1.0,cube,16,27,5,mesh2d,table_based,wormhole,4,16,flat_butterfly,table_based,wormhole,8,nearest,round_robin
136,-2311436.0560000003,16,streaming,1,False,1777154,2629698,7215,1040472,7638,0,125175,0,0,2311428,956,0,445.0816354816355,1.0,cube,16,27,5,mesh2d,xy,credit_vc,4,4,mesh2d,xy,credit_vc,8,load_aware,nearest
137,-4024840.056,16,expert,1,True,3497464,5210163,7368,1040472,7638,0,56115,0,0,7629624,956,0,435.8393051031488,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,8,mesh2d,table_based,credit_vc,1,load_aware,nearest
138,-2423293.8400000003,16,k_split,1,False,1797320,2629698,27804,1040472,7392,0,1042296,288,0,725640,1040,0,115.49647532729104,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,1,4,flat_butterfly,ugal,credit_vc,4,load_aware,load_aware
139,-1225252.0159999998,4,expert,1,False,706038,657474,2334,1034712,3942,0,10694,0,0,416889,216,0,343.9657240788346,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,16,flat_butterfly,ugal,credit_vc,4,nearest,round_robin
140,-355323.39400000003,4,hybrid_nk,7,True,279693,196659,2619,148824,4681,144491,2817,3,0,839325,194,0,306.5353188239786,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,4,4,flat_butterfly,table_based,wormhole,2,load_aware,nearest
141,-744813.316,4,entwined_ring,2,True,476108,651315,12591,518200,3942,39850,88161,6,0,190158,216,0,63.76109919783973,1.0,cube,16,27,5,torus2d,xy,wormhole,2,4,flat_butterfly,table_based,credit_vc,2,load_aware,round_robin
142,-4024888.056,16,entwined_ring,2,True,3497464,5210163,7368,1040472,7638,0,56523,72,0,7632648,956,0,435.8393051031488,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,4,flat_butterfly,table_based,credit_vc,1,load_aware,nearest
143,-2410936.84,16,col,1,False,1863998,2629698,94482,1040472,7392,0,252222,12,0,2722356,1040,0,33.98810355411613,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,2,8,mesh2d,ugal,credit_vc,1,load_aware,load_aware
144,-433585.716,4,col,7,False,357065,95262,21913,149294,3942,255858,10851,0,0,434811,216,0,36.6365171359467,0.49518550632044905,cube,16,27,5,flat_butterfly,ugal,wormhole,2,8,flat_butterfly,ugal,wormhole,2,load_aware,round_robin
145,-1227789.894,4,col,1,False,707050,657474,4954,1034712,4681,0,24463,12,0,469587,194,0,162.05409769882922,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,4,flat_butterfly,xy,wormhole,2,nearest,nearest
146,-735849.9160000001,4,block,4,True,475136,648243,3324,518200,3942,41950,8253,0,0,416475,216,0,241.5210589651023,1.0,cube,16,27,5,torus2d,xy,wormhole,4,16,flat_butterfly,xy,wormhole,8,nearest,round_robin
147,-736749.1939999999,4,col,2,True,475491,651315,2477,518200,4681,39233,12218,0,0,469557,194,0,324.10819539765845,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,2,16,flat_butterfly,xy,wormhole,4,load_aware,nearest
148,-2377578.648,16,hybrid_nk,4,False,1789595,2629698,20079,1040472,9363,0,658740,0,0,1420296,1048,0,159.93147069077145,1.0,cube,16,27,5,torus2d,ugal,wormhole,1,16,flat_butterfly,table_based,wormhole,8,load_aware,round_robin
149,-4083930.7559999996,16,row,1,True,3505714,5210163,15888,1040472,7638,0,564348,174,0,802164,956,0,202.11883182275932,1.0,cube,16,27,5,flat_butterfly,xy,wormhole,1,4,flat_butterfly,ugal,wormhole,4,load_aware,nearest
150,-725813.316,4,col,2,True,464274,651315,6648,518200,3942,28016,16507,0,0,416475,216,0,120.76052948255115,1.0,cube,16,27,5,torus2d,xy,credit_vc,4,4,flat_butterfly,ugal,wormhole,1,load_aware,round_robin
151,-1420220.0159999998,4,expert,1,True,883625,1302579,11143,1034712,3942,0,184504,0,0,175458,216,0,72.04666606838374,1.0,cube,16,27,5,mesh2d,xy,wormhole,1,8,flat_butterfly,ugal,wormhole,1,load_aware,round_robin
