trial_idx,score,batch_size,partition_strategy,partition_shards,tile_pipeline,total_latency_cycles,compute_cycles,network_cycles,memory_stall_cycles,io_injection_cycles,allreduce_cycles,vc_wait_cycles,buffer_wait_cycles,link_wait_cycles,pipeline_cycles,gateway_noc_hops,gateway_peak_load,network_throughput,network_saturation,pe_type,pe_width,cube_startup_cycles,cube_steady_cycles,noc_topology,noc_routing,noc_flow_control,noc_num_vcs,noc_buffer_depth,now_topology,now_routing,now_flow_control,gateways_per_reticle,gateway_policy,io_distribution_policy
173,-1238513.212,4,entwined_ring,1,False,715180,657474,13084,1034712,3449,0,52872,0,0,497157,212,0,61.35860593090798,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,2,8,flat_butterfly,xy,wormhole,8,load_aware,load_aware
174,-560792.294,4,entwined_ring,7,False,479757,95262,41346,149294,4681,378550,54519,0,0,1229484,194,0,19.41701736564601,1.0,cube,16,27,5,mesh2d,ugal,credit_vc,4,8,mesh2d,table_based,wormhole,8,nearest,nearest
175,-1396414.4120000002,4,col,1,True,877541,1302579,5059,1034712,3449,0,8274,0,0,764127,212,0,158.69065032615143,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,4,16,butterfly,xy,wormhole,8,nearest,load_aware
176,-395269.512,4,col,4,False,260145,164418,7591,259944,3449,83841,44625,0,0,572634,212,0,105.75892504281386,1.0,cube,16,27,5,butterfly,xy,wormhole,4,4,butterfly,xy,credit_vc,1,load_aware,load_aware
177,-1398905.294,4,col,1,True,877552,1302579,5070,1034712,4681,0,30609,0,0,444195,194,0,158.34635108481262,1.0,cube,16,27,5,supermesh_alter,table_based,credit_vc,4,16,mesh2d,table_based,credit_vc,1,load_aware,nearest
178,-4114561.448,16,entwined_ring,7,True,3533785,5210163,43959,1040472,9363,0,586668,0,0,3694260,1048,0,73.05134329716327,1.0,cube,16,27,5,supermesh_bi,ugal,wormhole,2,8,flat_butterfly,xy,wormhole,4,load_aware,round_robin
179,-2315268.64,16,entwined_ring,7,False,1777772,2629698,8256,1040472,7392,0,157716,96,0,2956044,1040,0,388.9612403100775,1.0,cube,16,27,5,flat_butterfly,table_based,credit_vc,2,4,butterfly,table_based,credit_vc,2,nearest,load_aware
180,-358453.89400000003,4,col,7,True,279308,188687,3091,149294,4681,153358,35625,0,0,201906,194,0,259.72694920737626,1.0,cube,16,27,5,mesh2d,xy,wormhole,2,4,mesh2d,xy,wormhole,8,nearest,nearest
181,-1303947.012,4,entwined_ring,1,False,755184,657474,53088,1034712,3449,0,307170,0,0,810945,212,0,15.122362869198312,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,16,butterfly,table_based,wormhole,8,nearest,load_aware
182,-2444473.248,16,entwined_ring,4,False,1812608,2629698,43092,1040472,9363,0,1097556,0,0,1321944,1048,0,74.5211176088369,1.0,cube,16,27,5,mesh2d,xy,wormhole,2,8,flat_butterfly,ugal,wormhole,2,load_aware,round_robin
183,-4114685.04,16,entwined_ring,4,True,3533194,5210163,43368,1040472,7392,0,597756,0,0,3049704,1040,0,74.04685482383324,1.0,cube,16,27,5,mesh2d,xy,credit_vc,4,4,butterfly,ugal,wormhole,1,nearest,load_aware
184,-693199.5120000001,4,col,2,False,430009,328770,3941,518200,3449,78441,34005,0,0,142749,212,0,203.70870337477797,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,1,8,butterfly,table_based,credit_vc,2,nearest,load_aware
185,-2319795.5560000003,16,entwined_ring,2,False,1777154,2629698,7416,1040472,7638,0,208770,0,0,1030956,956,0,433.0183387270766,1.0,cube,16,27,5,mesh2d,table_based,credit_vc,2,16,flat_butterfly,xy,credit_vc,4,nearest,nearest
186,-2319795.5560000003,16,entwined_ring,2,False,1777154,2629698,7416,1040472,7638,0,208770,0,0,1030956,956,0,433.0183387270766,1.0,cube,16,27,5,mesh2d,table_based,wormhole,2,16,mesh2d,ugal,wormhole,4,load_aware,nearest
187,-1401325.0159999998,4,entwined_ring,1,True,878942,1302579,6460,1034712,3942,0,42378,6,0,215856,216,0,124.27492260061919,1.0,cube,16,27,5,flat_butterfly,table_based,wormhole,2,4,mesh2d,xy,wormhole,1,load_aware,round_robin
188,-563417.212,4,col,4,False,424870,164418,4988,259944,3449,248566,78852,0,0,169863,212,0,160.9494787489976,1.0,cube,16,27,5,mesh2d,table_based,wormhole,1,8,mesh2d,xy,credit_vc,4,load_aware,load_aware
189,-2426194.2399999998,16,entwined_ring,1,False,1789415,2629698,19899,1040472,7392,0,1150638,0,0,658956,1040,0,161.37815970651792,1.0,cube,16,27,5,butterfly,table_based,credit_vc,1,4,flat_butterfly,xy,credit_vc,4,nearest,load_aware
190,-700265.716,4,col,7,True,588066,188687,57480,149294,3942,462116,367641,0,0,792441,216,0,13.96687543493389,1.0,cube,16,27,5,mesh2d,ugal,wormhole,2,8,flat_butterfly,xy,wormhole,1,nearest,round_robin
191,-4088359.448,16,entwined_ring,4,True,3511372,5210163,21546,1040472,9363,0,548778,0,0,1321944,1048,0,149.0422352176738,1.0,cube,16,27,5,supermesh_alter,xy,credit_vc,2,4,butterfly,xy,wormhole,8,nearest,round_robin
192,-2423660.4480000003,16,entwined_ring,2,False,1806824,2629698,37308,1040472,9363,0,947112,156,0,1198164,1048,0,86.07440763375148,1.0,cube,16,27,5,flat_butterfly,ugal,credit_vc,1,4,butterfly,ugal,credit_vc,1,nearest,round_robin
193,-2319795.5560000003,16,col,4,False,1777154,2629698,7416,1040472,7638,0,208770,0,0,1030956,956,0,433.0183387270766,1.0,cube,16,27,5,supermesh_alter,table_based,wormhole,2,16,butterfly,ugal,wormhole,4,load_aware,nearest
194,-286222.61600000004,4,entwined_ring,7,False,209407,95262,3702,149294,3942,108200,13800,0,0,782823,216,0,216.860075634792,1.0,cube,16,27,5,supermesh_alter,xy,wormhole,4,16,flat_butterfly,xy,credit_vc,8,nearest,round_robin
195,-2368049.4480000003,16,entwined_ring,7,False,1791062,2629698,21546,1040472,9363,0,548778,0,0,1321944,1048,0,149.0422352176738,1.0,cube,16,27,5,supermesh_bi,table_based,wormhole,2,8,butterfly,xy,credit_vc,4,nearest,round_robin
196,-1254365.3159999999,4,col,1,False,719712,657474,17616,1034712,3942,0,165081,6,0,84399,216,0,45.573115349682105,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,1,4,butterfly,table_based,credit_vc,1,load_aware,round_robin
197,-1411453.694,4,entwined_ring,1,True,884809,1302579,12327,1034712,4681,0,83523,0,0,493986,194,0,65.1266325951164,1.0,cube,16,27,5,butterfly,xy,wormhole,4,16,butterfly,ugal,wormhole,8,nearest,nearest
198,-1233169.112,4,col,1,False,708333,657474,6237,1034712,3449,0,67901,0,0,195999,212,0,128.7182940516274,1.0,cube,16,27,5,flat_butterfly,ugal,wormhole,1,16,mesh2d,xy,wormhole,2,nearest,load_aware
199,-319305.41599999997,4,entwined_ring,7,False,239632,95262,6460,149294,3942,138425,42375,3,0,215856,216,0,124.27492260061919,1.0,cube,16,27,5,flat_butterfly,xy,credit_vc,2,4,mesh2d,ugal,credit_vc,8,load_aware,round_robin
